"Document Name","Start Time",idDocumentSentence1,idDocumentSentence2,"Total Time DS1 (seconds)","Total Time DS2 (seconds)","Time Difference (seconds)","Sentence Text"
Reporter_Brasil_04_03,52.1,3350633,5229771,0,1,-1,"Nos últimos cinco anos, a gente viu o aumento de frequência e intensidade de enventos climáticos importantes."
Reporter_Brasil_04_03,60.2,3350635,5229772,0,1,-1,"O último deles, infelizmente, a catástrofe que a gente viu no Rio Grande do Sul."
Reporter_Brasil_04_03,64.55,4359045,5229790,0,1,-1,"Mas, além disso, a gente tem visto frequência de intensidade de eventos."
Reporter_Brasil_04_03,69.71,4359047,5229791,0,1,-1,"Por exemplo, no próprio sul nos últimos anos que também fizeram perder vidas."
Reporter_Brasil_04_03,74.1,3350637,5229773,0,1,-1,"Seca no Pantanal."
Reporter_Brasil_04_03,75.32,4359049,5229792,0,6,-6,"O período de estiagem começou no mês passado e o alerta do serviço geológico é de seca severa nos próximos meses na bacia do rio Paraguai."
Reporter_Brasil_04_03,84,3350639,5229774,0,1,-1,"Os impactos são locais, regionais e internacionais."
Reporter_Brasil_04_03,87.24,4359051,5229793,0,2,-2,"Na fauna, na flora, nas comunidades ribeirinhas, limitação a navegação, risco de incêndios florestais."
Reporter_Brasil_04_03,94,3350641,5229775,0,2,-2,"O relatório anual  de desmatamento publicado pela rede  ""Mapa e biomas"" revela que o Cerrado já é o  bioma mais devastado no Brasil."
Reporter_Brasil_04_03,102,3350643,5229776,0,1,-1,"É no Cerrado que ocorre sessenta e um por cento do desmatamento total."
Reporter_Brasil_04_03,106.4,3350647,5229777,0,0,0,"Maranhão foi o estado onde mais se desmatou no ano passado."
Reporter_Brasil_04_03,109.5,3350650,5229779,0,1,-1,"O Brasil perdeu mais de um milhão de hectares de Cerrado só em dois mil e vinte e três."
Reporter_Brasil_04_03,114.2,3350652,5229780,0,2,-2,"Isso equivale a sete vezes o tamanho da cidade de São Paulo."
Reporter_Brasil_04_03,117.9,3350654,5229781,0,2,-2,"A  devastação da Amazônia não deixa de ser preocupante."
Reporter_Brasil_04_03,121.1,3350656,5229782,0,2,-2,"Há dois anos, a fumaça das queimadas no norte do país cobriu cinco milhões de quilômetros em território brasileiro."
Reporter_Brasil_04_03,127.64,4359053,5229794,0,0,0,"Atingindo São Paulo, Paraná e até a Bolívia."
Reporter_Brasil_04_03,130.9,3350658,5229783,0,1,-1,"As mudanças climáticas são reais e elas demandam políticas de resiliência para as cidades e regiões que podem ser mais afetadas."
Reporter_Brasil_04_03,139.2,3350660,5229784,0,1,-1,"Chuvas fortes vão acontecer de novo; famílias vão perder suas casas e muitos vão se mobilizar em solidariedade."
Reporter_Brasil_04_03,147.47,4359055,5229795,0,3,-3,"Só que muitas dessas perdas também podem ser evitadas."
Reporter_Brasil_04_03,151,3350662,5229785,0,2,-2,"O conceito de resiliência, ou também o conceito de adaptação, é justamente se preparar, é não esperar o evento acontecer."
Reporter_Brasil_04_03,157.8,3350664,5229786,0,5,-5,"Além da resiliência e da prevenção a catástrofes, enfrentar as mudanças climáticas envolve observar o Código Florestal Brasileiro."
Reporter_Brasil_04_03,165.64,4359057,5229796,0,2,-2,"Uma das leias de proteção mais avançadas no mundo para preservar e, também, obras de adaptação à nova realidade."
Reporter_Brasil_04_03,172.7,3350666,5229787,0,5,-5,"Dá para fazer mudanças de gestão, mudança até de localização física, se for necessário, como foi a criação de Brasília."
Reporter_Brasil_04_03,179.5,3350668,5229788,0,1,-1,"A gente tem coisas para se adaptar e pode fazer coisas interessantes e se valer do grande território que a gente tem."
Reporter_Brasil_04_06,0,4344395,5229851,245,318,-73,"A produção industrial nacional caiu meio por cento em abril."
Reporter_Brasil_04_06,3.55,3113811,5229843,1283,158,1125,"Houve queda significativa nas produções de minério de ferro e de petróleo no mês."
Reporter_Brasil_04_06,9.27,3113813,5229844,2330,547,1783,"Os dados do IBGE divulgados hoje mostram que a produção industrial caiu em Abril depois de dois meses seguidos de alta."
Reporter_Brasil_04_06,17.57,3113815,5229845,231,347,-116,"Dessa vez,  o setor extrativista pesou negativamente, com queda de três vírgula quatro por cento no mês."
Reporter_Brasil_04_06,24.8,3113817,5229846,827,266,561,"Dentro desses seguimentos estão grandes empresas, como a Vale e a Petrobrás, que têm  o minério e o petróleo como matéria-prima."
Reporter_Brasil_04_06,31.88,3113819,5229847,1236,400,836,"Já produtos de maior valor agregado, apresentaram alta na produção como máquinas e equipamentos usados em indústrias."
Reporter_Brasil_04_06,39.3,3113821,5229848,6,83,-77,"A produção de carros e caminhões foi a que mais cresceu em Abril, com alta de mais de treze por cento."
Reporter_Brasil_04_06,45.6,3113823,5229849,9,117,-108,"Apesar da queda recente, a produção industrial no Brasil ainda sobe três e meio por cento neste ano."
Reporter_Brasil_04_06,52.3,3113825,5229850,10487,140,10347,"Em comparação com o mesmo período do ano passado."
Reporter_Brasil_05_01,0.1,3111662,5229878,4119,1,4118,"Quarenta e duas escolas e quatro postos de saúde não abriram as portas hoje no Rio de Janeiro."
Reporter_Brasil_05_01,5.92,4361528,5229890,1361,1,1360,"Por causa de tiroteios durante uma ação policial no Complexo da Maré."
Reporter_Brasil_05_01,10.4,3111664,5229879,641,1,640,"Um policial e dois suspeitos foram mortos."
Reporter_Brasil_05_01,15.28,3111667,5229881,1498,2,1496,"De acordo com a PM, os confrontos entre policiais e criminosos no Complexo da Maré, na Zona Norte do Rio, deixaram um policial morto e outro ferido."
Reporter_Brasil_05_01,24.2,3111669,5229882,13335,1,13334,"Outros dois homens suspeitos de serem seguranças do tráfico morreram."
Reporter_Brasil_05_01,28.04,3111671,5229883,462,0,462,"Os tiroteios aconteceram no início da manhã de hoje."
Reporter_Brasil_05_01,31.56,4361530,5229891,1804,3,1801,"Devido a uma operação para apreender suspeitos de roubos de veículos em vias expressas da cidade."
Reporter_Brasil_05_01,37.2,3111673,5229884,471,1,470,"Próximo a um conjunto de favelas da Maré, um ônibus foi incendiado na Avenida Brasil."
Reporter_Brasil_05_01,41.92,4361532,5229892,1020,1,1019,"Uma das principais vias de acesso ao centro do Rio, e o trânsito foi interrompido."
Reporter_Brasil_05_01,47.1,3111677,5229885,1219,2,1217,"As linhas amarela e vermelha, que dão acesso ao aeroporto internacional do Rio de Janeiro, também ficaram bloqueadas."
Reporter_Brasil_05_01,54.2,3111679,5229886,738,3,735,"Os veículos só voltaram a circular no fim da manhã."
Reporter_Brasil_05_01,57.6,3111681,5229887,5332,2,5330,"Segundo os governos municipal e estadual, quarenta escolas do município e duas do estado não abriram as portas por causa dos tiroteios."
Reporter_Brasil_05_01,66.2,3111683,5229888,772,1,771,"Quatro postos de saúde também tiveram os atendimentos interrompidos."
Reporter_Brasil_05_01,70.48,3111685,5229889,1555,1,1554,"A PM disse que prendeu dois suspeitos e recuperou quatro veículos roubados, além de apreender armas e material usado para embalar entorpecentes."
Reporter_Brasil_05_02,0.1,3111693,5229935,2472,4,2468,"A Procuradoria Federal dos Direitos do Cidadão do Ministério Público Federal enviou ao Procurador Geral da República, Paulo Gonet, um parecer que considera inconstitucional a lei aprovada no Estado de São Paulo, que criou o programa de escolas cívico-militares."
Reporter_Brasil_05_02,18.6,3111695,5229936,331,1,330,"O PSOL já havia entrado com uma ação no Supremo Tribunal Federal."
Reporter_Brasil_05_02,22.44,4361534,5229953,1461,1,1460,"Exatamente contra o projeto que tem enfrentado críticas de especialistas em educação."
Reporter_Brasil_05_02,29,3111697,5229937,2589,5,2584,"Por meio do programa Escola Cívico-Militar, a secretaria da segurança pública vai indicar policiais militares da reserva para atuar como monitores."
Reporter_Brasil_05_02,37.9,3112376,5229938,6256,5,6251,"Além de desenvolver atividades extracurriculares e organizar a disciplina e a segurança nas escolas da rede pública estadual de São Paulo."
Reporter_Brasil_05_02,46.44,3112378,5229939,810,2,808,"A lei sancionada no fim de maio foi considerada inconstitucional pela Procuradoria Federal dos Direitos do Cidadão."
Reporter_Brasil_05_02,53.32,4361536,5229954,1126,1,1125,"Que faz parte do Ministério Público Federal."
Reporter_Brasil_05_02,56.28,3112380,5229940,1519,3,1516,"Na decisão, o Ministério Público aponta a falta de evidências científicas ou estudos conclusivos."
Reporter_Brasil_05_02,62,4361538,5229955,1316,1,1315,"Que atestem a melhora no comportamento dos alunos e a qualidade do ensino."
Reporter_Brasil_05_02,66.96,3112382,5229941,685,1,684,"No ano passado fizemos uma pesquisa com o Instituto Data Folha."
Reporter_Brasil_05_02,69.88,4361540,5229956,2678,4,2674,"Mostrava que setenta e três por cento da população confia mais em professores do que em militares para trabalharem nas escolas."
Reporter_Brasil_05_02,79.04,4361542,5229957,921,1,920,"E essa mesma pesquisa também perguntou quais são as prioridades que as pessoas teriam nas escolas."
Reporter_Brasil_05_02,84.16,3112384,5229942,1486,1,1485,"A primeira prioridade é infraestrutura, a segunda é a valorização do magistério, a terceira é formação dos professores e professoras."
Reporter_Brasil_05_02,92.8,3112386,5229943,332,0,332,"A questão da violência nas escolas apareceu como a quinta questão pela população."
Reporter_Brasil_05_02,97.9,3112388,5229944,449,1,448,"Então, o que as pessoas querem é uma escola de maior qualidade."
Reporter_Brasil_05_02,100.7,3112390,5229945,441,1,440,"Para esta pesquisadora da UNB, a falta de segurança nas escolas reflete a falta de segurança na sociedade."
Reporter_Brasil_05_02,107.44,4361544,5229958,978,0,978,"E a presença de militares no ambiente escolar não é a solução."
Reporter_Brasil_05_02,112,3112392,5229946,309,1,308,"Quem é que são os profissionais responsáveis pela segurança?"
Reporter_Brasil_05_02,115.84,3112394,5229947,1565,1,1564,"São exatamente esses profissionais da área de segurança e que não estão resolvendo a questão da violência fora da escola."
Reporter_Brasil_05_02,123.52,4361546,5229959,758,1,757,"E o que eles vão poder fazer plantados dentro da escola?"
Reporter_Brasil_05_02,126.9,3112396,5229948,1455,1,1454,"Então, se a gente quer escolas sem violência, a gente precisa construir uma sociedade em que a violência não esteja presente."
Reporter_Brasil_05_02,134.9,3112398,5229949,2720,2,2718,"A área militar é o espaço do não questionamento, da obediência, né, sem que nada seja questionado."
Reporter_Brasil_05_02,141.84,3112400,5229950,906,1,905,"Então, militarizar escola é negar a possibilidade de que essa escola seja um espaço de diálogo."
Reporter_Brasil_05_02,148.08,4361548,5229960,683,1,682,"Em que os diversos e os diferentes podem conviver inclusive a partir de perspectivas e ideias diferentes."
Reporter_Brasil_05_02,156.28,3112402,5229951,2156,1,2155,"A Secretaria de Educação informou que o projeto, lá de São Paulo, né, a Secretaria, o projeto foi elaborado a partir de proposições de grupos de trabalho e estudos técnicos conjuntos das Secretarias de Estado da Educação e da Segurança Pública."
Reporter_Brasil_05_02,169.64,4361550,5229961,25,1,24,"Seguindo os Princípios da Lei de Diretrizes e Bases dos Planos Nacional e Estadual de Educação."
Reporter_Brasil_05_02,175.48,3112404,5229952,918,5,913,"E que reforçou que o modelo não será imposto, cada implantação passará por consulta pública."
Reporter_Brasil_05_03,0.28,3112660,5230009,1970,5,1965,"A professora de uma escola municipal no Rio de Janeiro foi presa após atacar uma das alunas com ofensas racistas."
Reporter_Brasil_05_03,8.6,3112662,5230010,1644,1,1643,"Pois é, a família chamou a polícia e luta agora por justiça para que casos como esse não voltem a acontecer."
Reporter_Brasil_05_03,17.52,3112664,5230011,67,3,64,"A professora Cristiane Bispo Valeriano, que da aula na escola municipal Estados Unidos, localizada no Rio de Janeiro, foi levada pela ambulância do Corpo de Bombeiros."
Reporter_Brasil_05_03,28.7,3112666,5230012,0,6,-6,"Ela passou mal ao ser presa em flagrante pelo crime de injúria racial."
Reporter_Brasil_05_03,33.96,3112668,5230013,0,0,0,"A vítima, uma menina de oito anos."
Reporter_Brasil_05_03,36.9,3349207,5230025,0,0,0,"A mãe relata que aconteceu."
Reporter_Brasil_05_03,38.92,3112670,5230014,0,2,-2,"Na quarta-feira passada, a minha filha chegou em casa falando que a professora tinha chamado ela de lixo, que ela fumava craque e tacou uma bolinha de papel nela."
Reporter_Brasil_05_03,48.4,3112672,5230015,0,4,-4,"Chegou na sexta-feira, a professora chamou ela de preta do cabelo duro."
Reporter_Brasil_05_03,53,3112674,5230016,0,2,-2,"E falou que ela morava debaixo da ponte ainda, né."
Reporter_Brasil_05_03,55.8,3112676,5230017,0,1,-1,"E aí, na sexta-feira, na mesma hora que minha filha me ligou, eu vim aqui com a polícia."
Reporter_Brasil_05_03,61.4,3112678,5230018,0,0,0,"A Secretaria Municipal de Educação do Rio de Janeiro informou que instaurou sindicância para apurar o caso."
Reporter_Brasil_05_03,67.92,4361554,5230026,0,1,-1,"E que a professora foi afastada de suas funções e pode ser demitida do serviço público."
Reporter_Brasil_05_03,73.44,3112680,5230019,0,4,-4,"Enquanto isso, já surgiram outros relatos semelhantes de injúria racial envolvendo a mesma professora."
Reporter_Brasil_05_03,80.9,3112682,5230020,0,5,-5,"Começou a chegar áudios pra mim, no WhatsApp, de pessoas que estudaram com ela anos atrás e que falou que sofreu a mesma coisa com ela, racismo."
Reporter_Brasil_05_03,91.12,3112684,5230021,0,1,-1,"A pena para o crime de injúria racial é de reclusão de dois a cinco anos, além de multa."
Reporter_Brasil_05_03,97.3,3112686,5230022,0,2,-2,"Esse pesquisador fala sobre as mudanças necessárias para construirmos uma sociedade anti-racista."
Reporter_Brasil_05_03,104.28,3112688,5230023,0,1,-1,"Essa interpretação da lei e a lei, ela precisa ser mudada para que isso seja incluso."
Reporter_Brasil_05_03,110.44,4361556,5230027,0,1,-1,"Para que essa questão da injúria racial seja considerada como racismo de fato."
Reporter_Brasil_05_03,115.44,4361558,5230028,0,1,-1,"E que as pessoas passem a ser responsabilizadas por racismo e pagar por isso, só assim o racismo pode começar a ser minimizado na sociedade."
Reporter_Brasil_05_03,132.76,3112690,5230024,0,1,-1,"Nossa produção tentou entrar em contato com a defesa da professora Cristiane Bispo Valeriano, mas não obteve resposta."
Reporter_Brasil_07_02,0,3117268,5230071,137,211,-74,"E agora, quais as repercussões dessas decisões do STF?"
Reporter_Brasil_07_02,3.56,3117270,5230072,592,381,211,"Segundo especialistas, uma das expectativas é diminuir injustiças contra negros e pobres nas periferias."
Reporter_Brasil_07_02,10.52,4372930,5230089,533,944,-411,"Além de impactar o crime organizado e diminuir o chamado encarceramento em massa no país."
Reporter_Brasil_07_02,17.08,3117272,5230073,835,1337,-502,"Pela decisão do Supremo, agora, quem for enquadrado pela polícia como usuário não será fichado com antecedentes criminais, mas estará sujeito a penas administrativas e socioeducativas."
Reporter_Brasil_07_02,30.04,4372932,5230090,291,262,29,"Como participar de cursos sobre dependência."
Reporter_Brasil_07_02,33.24,3117274,5230074,721,527,194,"Além disso, continua sendo proibido usar maconha em lugares públicos."
Reporter_Brasil_07_02,38.28,3117276,5230075,871,1302,-431,"A gente tem uma consciência social, ninguém quer causar transtorno para vizinho, não dar trabalho para ninguém."
Reporter_Brasil_07_02,46.04,3117280,5230076,379,214,165,"Eu acho que as pessoas não queriam se sentir criminosas."
Reporter_Brasil_07_02,48.52,3117284,5230077,729,4379,-3650,"Todo cenário é de muita cautela, muito respeito, até porque tem que lembrar que a cannabis ainda é uma substância proibida, não foi legalizada."
Reporter_Brasil_07_02,56.84,3117286,5230078,1723,5,1718,"Do ponto de vista das contas públicas, hoje, o Brasil gasta quase seiscentos milhões de reais por ano para manter na cadeia cerca de dezenove mil presos condenados por portar até cem gramas de maconha."
Reporter_Brasil_07_02,72.04,3117290,5230079,954,2,952,"Quando a quantidade é reduzida para até vinte e cinco gramas, o número de presos cai para menos de nove mil."
Reporter_Brasil_07_02,78.84,4372936,5230091,203,1,202,"Com gastos estimados de duzentos e sessenta e três milhões de reais."
Reporter_Brasil_07_02,83.64,3117292,5230080,1049,1,1048,"Você tira uma discussão que deixa só a cargo do delegado, do juiz ou do judiciário como um todo, decidir quem vai ou quem não vai para a cadeia."
Reporter_Brasil_07_02,93.6,4372938,5230092,916,2,914,"Tirando essa questão que às vezes injustamente acontecia de se for pego em uma situação de vulnerabilidade, em um local mais humilde, de fato era colocado no sistema prisional."
Reporter_Brasil_07_02,104.44,3117294,5230081,309,2,307,"A decisão do Supremo é definitiva e deve começar a valer assim que for publicada."
Reporter_Brasil_07_02,109.6,3117296,5230082,914,1,913,"Mas o Congresso continua analisando uma mudança na constituição, que pode reverter a situação."
Reporter_Brasil_07_02,115.68,3117298,5230083,2512,1,2511,"A PEC, que já foi aprovada no senado e agora será discutida em uma comissão especial na câmara, torna crime o porte e a posse de todas as drogas em qualquer quantidade."
Reporter_Brasil_07_02,126.64,3117300,5230084,1154,3,1151,"Além disso, a decisão do Supremo foi interpretada por alguns parlamentares, incluindo o presidente do senado Rodrigo Pacheco, como invasão de competência legislativa."
Reporter_Brasil_07_02,137.32,3117302,5230085,740,1,739,"No início da sessão de hoje do Supremo, o presidente da corte falou sobre as acusações de que o STF invadiu a competência do congresso sobre o tema."
Reporter_Brasil_07_02,147.4,3117304,5230086,305,2,303,"Quem recebe os habeas corpus, que envolve as pessoas presas com drogas, é o Supremo Tribunal Federal."
Reporter_Brasil_07_02,158.84,3117306,5230087,1195,2,1193,"E, portanto, nós precisamos ter um critério que oriente a nós mesmos em que situações se deve considerar tráfico e em que situação se deve considerar uso."
Reporter_Brasil_07_02,171,3117308,5230088,0,1,-1,"Portanto, não existe matéria mais pertinente à atuação do Supremo do que essa."
Reporter_Brasil_07_03,0,3258538,5230128,850,1,849,"Para evitar o uso de drogas entre crianças e adolescentes, o Ministério da Justiça lançou um programa com foco no ambiente escolar."
Reporter_Brasil_07_03,8.92,3258542,5230129,580,3,577,"O Cria Prevenção e Cidadania vai ser implantado em municípios de três estados, mas a meta é se espalhar pelo resto do Brasil até dois mil e vinte e seis."
Reporter_Brasil_07_03,19.52,3258546,5230130,696,2,694,"Prevenção é a palavra chave do programa contra uso de drogas voltado para crianças e adolescentes, lançado nesta quarta-feira pelo Ministério da Justiça."
Reporter_Brasil_07_03,29.6,3258550,5230131,559,4,555,"O Cria vai capacitar professores para alertar, nas escolas, sobre o risco do uso de substâncias psicoativas como drogas e álcool."
Reporter_Brasil_07_03,38.56,3258554,5230132,510,2,508,"O estado do Ceará e municípios de São Paulo e do Piauí foram os primeiros a aderir ao programa."
Reporter_Brasil_07_03,45.24,4372940,5230138,976,4,972,"Mas a ideia é que até dois mil e vinte e seis, as cento e sessenta e três cidades prioritárias do PRONASCI, onde há maiores índices de violência, também participem da iniciativa."
Reporter_Brasil_07_03,56.32,3258556,5230133,1166,3,1163,"O desafio do governo não é apenas enfrentar a criminalidade com inteligência e força de segurança, mas também fortalecer a resiliência das comunidades vulneráveis diante do assédio do crime organizado."
Reporter_Brasil_07_03,72.36,3258558,5230134,826,1,825,"O governo também anunciou o sistema de alerta rápido sobre novas drogas."
Reporter_Brasil_07_03,77.52,4372942,5230139,419,1,418,"Que vai funcionar integrando os órgãos como a Receita e a Polícia Federal."
Reporter_Brasil_07_03,82.12,3258560,5230135,856,4,852,"Ele reúne dados das áreas de saúde e segurança pública para detectar novas substâncias psicoativas no país, principalmente as sintéticas."
Reporter_Brasil_07_03,91.4,3258567,5230136,216,1,215,"Em relação especificamente aos usuários de maconha, o ministro Ricardo Lewandowski aprovou a decisão do STF de descriminalizar o porte do entorpecente."
Reporter_Brasil_07_03,102.04,3258609,5230137,3052,1,3051,"Essa distinção que o Supremo Tribunal Federal está fazendo entre o usuário e o traficante poderá contribuir para que aqueles que são meros usuários não sejam presos e tenham um tratamento distinto, diferenciado."
Reporter_Brasil_07_03,116.88,4372944,5230140,31,5,26,"E isto, com certeza, servirá para aliviar a superlotação das prisões brasileiras."
Reporter_Brasil_07_07,0,3195147,5230174,458,1,457,"A periferia da zona norte de Porto Alegre foi uma das áreas mais afetadas pelas enchentes que a gente está mostrando já há bastante tempo."
Reporter_Brasil_07_07,6.24,3195149,5230175,329,4,325,"Nessas regiões, se concentram grande número de pessoas pobres e negras, muitas pertencentes a quilombos urbanos e terreiros também."
Reporter_Brasil_07_07,14.28,3195151,5230176,311,1,310,"Assim, a calamidade explicitou ainda mais as graves desigualdades sociais."
Reporter_Brasil_07_07,19.55,3195153,5230177,524,1,523,"O clube social Satélite Prontidão, uma das mais antigas sociedades de negros, está ajudando famílias severamente afetadas."
Reporter_Brasil_07_07,28.56,3195155,5230178,449,1,448,"Vamos ver na reportagem da TBE do Rio Grande do Sul, emissora da Rede Nacional de Comunicação Pública."
Reporter_Brasil_07_07,35.36,3195157,5230179,897,0,897,"O Satélite Prontidão, um dos clubes sociais negros mais antigos do Rio Grande do Sul com cento e vinte e dois anos, transformou-se em uma grande central de distribuição de donativos."
Reporter_Brasil_07_07,45.8,3195159,5230180,684,1,683,"O Satélite Prontidão fez uma parceria com outras organizações negras."
Reporter_Brasil_07_07,50.4,4380228,5230192,448,1,447,"Formando, assim, uma grande rede de solidariedade em prol dos povos de terreiros e dos quilombos urbanos."
Reporter_Brasil_07_07,57.4,3195161,5230181,609,2,607,"Ao todo, cento e sessenta e oito templos de matriz africana e setecentas famílias foram beneficiadas."
Reporter_Brasil_07_07,64.59,3195163,5230182,1445,2,1443,"De maio até agora, mais de vinte toneladas de alimentos foram entregues, beneficiando mais de dezesseis mil pessoas."
Reporter_Brasil_07_07,71.88,3195165,5230183,2300,2,2298,"Estamos aí, em um estado onde temos um número de vinte e três por cento, não é, de pessoas pretas e pardas e que muitos, não é, são adeptos das religiões de matriz africana."
Reporter_Brasil_07_07,85.04,3195167,5230184,501,2,499,"Entendemos, não é, que seria necessário ter um atendimento específico, não é."
Reporter_Brasil_07_07,89.3,4380230,5230193,1124,0,1124,"Já que muitos relatos de hostilidades, não é, de intolêrancia dentro de abrigos fez com que a gente, aí, acendesse um pouquinho, não é, esse farol para essa parte da população."
Reporter_Brasil_07_07,102.48,3195169,5230185,124,0,124,"É o caso do Ricardo."
Reporter_Brasil_07_07,104,3195171,5230186,745,1,744,"Ele morava no bairro Lami, na zona sul, e perdeu quase tudo com as cheias."
Reporter_Brasil_07_07,108.4,3195173,5230187,208,1,207,"Agora, está hospedado na casa da mãe."
Reporter_Brasil_07_07,110.64,3195175,5230188,84,0,84,"Como é que a gente trabalhar com um tanto de água?"
Reporter_Brasil_07_07,112.8,3195177,5230189,294,3,291,"Não tem como, tivemos que ser deslocados de lá, ir para um abrigo, não é, e as roupas da gente, sabe, a gente depende de vir uma ONG assim."
Reporter_Brasil_07_07,126,3195179,5230190,316,2,314,"O Satélite Prontidão, quando abre suas portas, ele faz exatamente esse serviço, de acolhimento a toda essa parte da população que realmente se viu em um momento de necessidade, de vulnerabilidade."
Reporter_Brasil_07_07,138.88,3195181,5230191,97,1,96,"Muitas pessoas ainda vão precisar dessa ajuda que a gente está conseguindo alcançar."
